timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1739578452921,73,Show List Form,200,,MainThreadGroup 1-2,text,true,,55269,185,6,6,http://192.168.1.107:8080/books,66,0,33
1739578452922,73,Show List Form,200,,MainThreadGroup 1-1,text,true,,55269,185,6,6,http://192.168.1.107:8080/books,66,0,34
1739578453000,34,Show List Form,200,,MainThreadGroup 1-3,text,true,,55269,185,7,7,http://192.168.1.107:8080/books,17,0,1
1739578453107,33,Show List Form,200,,MainThreadGroup 1-4,text,true,,55269,185,8,8,http://192.168.1.107:8080/books,19,0,1
1739578453214,44,Show List Form,200,,MainThreadGroup 1-5,text,true,,55269,185,9,9,http://192.168.1.107:8080/books,20,0,1
1739578453324,30,Show List Form,200,,MainThreadGroup 1-6,text,true,,55269,185,10,10,http://192.168.1.107:8080/books,15,0,1
1739578453399,6,Show Add Form,200,,MainThreadGroup 1-2,text,true,,842,129,10,10,http://192.168.1.107:8080/books/add,5,0,0
1739578453399,6,Show Add Form,200,,MainThreadGroup 1-1,text,true,,842,129,10,10,http://192.168.1.107:8080/books/add,5,0,0
1739578453436,3,Show Add Form,200,,MainThreadGroup 1-3,text,true,,842,129,11,11,http://192.168.1.107:8080/books/add,3,0,0
1739578453424,34,Show List Form,200,,MainThreadGroup 1-7,text,true,,55269,185,11,11,http://192.168.1.107:8080/books,17,0,1
1739578453541,5,Show Add Form,200,,MainThreadGroup 1-4,text,true,,842,129,12,12,http://192.168.1.107:8080/books/add,4,0,0
1739578453528,32,Show List Form,200,,MainThreadGroup 1-8,text,true,,55269,185,12,12,http://192.168.1.107:8080/books,16,0,1
1739578453630,31,Show List Form,200,,MainThreadGroup 1-9,text,true,,55269,185,13,13,http://192.168.1.107:8080/books,16,0,1
1739578453661,3,Show Add Form,200,,MainThreadGroup 1-5,text,true,,842,129,13,13,http://192.168.1.107:8080/books/add,3,0,0
1739578453756,3,Show Add Form,200,,MainThreadGroup 1-6,text,true,,842,129,14,14,http://192.168.1.107:8080/books/add,3,0,0
